org,id,login,name,type,site_admin,created_at,updated_at
opennewslabs,3254344,sonya2song,Sonya,User,False,2013-01-12 21:48:55+00:00,2018-11-30 17:54:51+00:00
openstates,1198350,heyitsolivia,Olivia Cheng,User,False,2011-11-16 02:48:43+00:00,2025-07-16 13:23:34+00:00
openstates,19409253,hiteshgarg14,Hitesh Garg,User,False,2016-05-17 13:02:35+00:00,2025-01-06 13:55:42+00:00
openstates,8034,jamesturk,jpt,User,False,2008-04-21 04:48:06+00:00,2025-07-08 03:59:53+00:00
openstates,1633460,jmcarp,Joshua Carp,User,False,2012-04-11 14:54:36+00:00,2025-01-23 03:35:06+00:00
openstates,4959135,mileswwatkins,Miles Watkins,User,False,2013-07-07 15:52:31+00:00,2025-03-13 06:12:00+00:00
openstates,132447,paultag,Paul Tagliamonte,User,False,2009-09-28 22:47:50+00:00,2025-08-01 22:03:12+00:00
overview,10812,adamhooper,Adam Hooper,User,False,2008-05-19 20:13:39+00:00,2025-02-22 12:24:08+00:00
overview,215145,arc64,Annabel Church,User,False,2010-03-03 23:57:52+00:00,2025-05-20 09:47:18+00:00
palmbeachpost,533487,stucka,Mike Stucka,User,False,2010-12-22 16:03:30+00:00,2025-04-22 10:03:17+00:00
pitchfork,56901,rtt,Rich Taylor,User,False,2009-02-22 21:10:30+00:00,2025-05-29 08:34:51+00:00
pitchinteractiveinc,1482377,nthitz,Nick Yahnke,User,False,2012-02-28 15:40:27+00:00,2024-11-19 23:58:44+00:00
poderopedia,259102,alangrafu,Alvaro Graves,User,False,2010-04-29 04:46:23+00:00,2025-07-20 12:42:01+00:00
poderopedia,1652826,juaneduardo,Juan Eduardo,User,False,2012-04-17 18:03:56+00:00,2025-05-10 14:52:25+00:00
poderopedia,1486080,miguelpaz,Miguel Paz,User,False,2012-02-29 18:32:57+00:00,2025-06-17 23:10:34+00:00
policymic,4842108,caltchek,Christopher Altchek,User,False,2013-06-26 23:35:46+00:00,2016-02-27 09:39:11+00:00
povdocs,3444854,salim523,Salim Ali,User,False,2013-02-01 03:45:56+00:00,2025-07-29 17:24:08+00:00
propublica,102354,ashaw,Al Shaw,User,False,2009-07-07 01:56:57+00:00,2024-12-12 15:10:57+00:00
propublica,38114,dphiffer,Dan Phiffer,User,False,2008-12-03 20:19:58+00:00,2025-07-26 00:21:18+00:00
propublica,1809908,jfrankl,Jeff Frankl,User,False,2012-06-02 14:57:18+00:00,2025-05-13 20:05:27+00:00
propublica,1424157,lenagroeger,Lena Groeger,User,False,2012-02-09 19:57:43+00:00,2025-01-06 20:50:20+00:00
propublica,20067,schwanksta,Ken Schwencke,User,False,2008-08-08 19:56:53+00:00,2025-07-21 21:44:25+00:00
prx,1410587,cavis,cavis,User,False,2012-02-05 19:35:12+00:00,2025-04-30 02:15:11+00:00
prx,588861,debenedictis,Robert DeBenedictis,User,False,2011-01-28 18:59:09+00:00,2024-04-23 18:20:27+00:00
prx,3483,farski,Chris Kalafarski,User,False,2008-03-20 21:26:42+00:00,2025-07-05 03:44:50+00:00
prx,46439,kookster,Andrew Kuklewicz,User,False,2009-01-14 06:39:27+00:00,2025-07-21 21:00:12+00:00
prx,329012,svevang,Sam Vevang,User,False,2010-07-11 21:39:32+00:00,2025-03-14 14:04:39+00:00
publici,1174162,pratheekrebala,Pratheek Rebala,User,False,2011-11-05 10:43:07+00:00,2025-06-26 22:33:31+00:00
publicradiointernational,369739,brandonhundt,Brandon Hundt,User,False,2010-08-19 14:46:27+00:00,2025-01-06 15:57:17+00:00
publicradiointernational,46439,kookster,Andrew Kuklewicz,User,False,2009-01-14 06:39:27+00:00,2025-07-21 21:00:12+00:00
publicradiointernational,1107871,patrickocoffeyo,Patrick Coffey,User,False,2011-10-06 15:33:05+00:00,2025-06-17 22:03:25+00:00
radiofrance,8793448,Behel,Behel,User,False,2014-09-16 14:00:24+00:00,2025-07-03 12:27:52+00:00
radiofrance,4136623,Karacala,karacala,User,False,2013-04-12 12:14:38+00:00,2025-07-28 08:25:04+00:00
radiofrance,8091139,Thibaut-gauvin,Thibaut Gauvin,User,False,2014-07-07 14:21:18+00:00,2025-02-07 23:14:38+00:00
radiofrance,4128,haklop,Eric Bellemon,User,False,2008-03-30 12:13:16+00:00,2025-06-13 08:49:54+00:00
radiofrance,48206448,joulaud,francoisj,User,False,2019-03-04 10:35:33+00:00,2025-01-13 08:00:05+00:00
radiofrance,547609,uZer,Youenn Piolet,User,False,2011-01-04 21:01:00+00:00,2025-07-21 14:27:27+00:00
radiofrance,19666897,xunleii,Alexandre Nicolaie,User,False,2016-05-31 12:03:46+00:00,2025-07-31 18:58:44+00:00
radiofrance,3020368,zckrs,Mehdy Dara,User,False,2012-12-11 23:25:55+00:00,2025-07-08 07:15:38+00:00
registerguard,96007,jheasly,John Heasly,User,False,2009-06-16 17:29:39+00:00,2025-07-09 14:18:35+00:00
reuters-graphics,2772078,hobbes7878,Jon McClure,User,False,2012-11-11 15:30:16+00:00,2025-07-07 18:44:34+00:00
reuters-graphics,7580745,pkd2512,Prasanta Kumar Dutta,User,False,2014-05-14 12:08:39+00:00,2025-07-15 10:38:52+00:00
row-engineering,36363,donohoe,Michael Donohoe,User,False,2008-11-24 16:57:28+00:00,2025-08-01 09:46:40+00:00
sa-express-news,3096144,lukewhyte,Luke Whyte,User,False,2012-12-21 07:11:22+00:00,2025-06-26 18:13:48+00:00
sahanjournal,116761432,CynthiaTuData,Cynthia Tu,User,False,2022-10-26 20:00:41+00:00,2025-07-28 22:59:57+00:00
seattletimes,1273003,cordulack,Evan Cordulack,User,False,2011-12-19 14:59:03+00:00,2025-07-29 23:11:47+00:00
seattletimes,7120023,ricklyons,"Rick Lyons, Jr.",User,False,2014-03-31 20:51:44+00:00,2025-01-08 00:37:17+00:00
sfchronicle,154285265,ToddTrumbull,Todd Trumbull,User,False,2023-12-18 23:10:31+00:00,2025-07-31 23:36:45+00:00
sourcefabric,1876216,MiczFlor,Micz Flor,User,False,2012-06-21 09:55:48+00:00,2024-08-02 08:47:37+00:00
sourcefabric,611081,drigato,Denise Rigato,User,False,2011-02-10 15:36:41+00:00,2020-10-18 14:58:04+00:00
sourcefabric,124766,eos87,Helmy Giacoman,User,False,2009-09-09 04:51:45+00:00,2025-07-28 08:19:23+00:00
sourcefabric,1861461,fritzSF,,User,False,2012-06-18 08:09:14+00:00,2025-07-25 13:14:48+00:00
sourcefabric,4447632,ioanpocol,,User,False,2013-05-16 13:01:48+00:00,2020-03-25 11:24:24+00:00
sourcefabric,481905,mugurrus,Mugur Rus,User,False,2010-11-15 08:39:46+00:00,2025-07-01 13:14:02+00:00
sourcefabric,836112,nistormihai,,User,False,2011-06-07 21:22:00+00:00,2025-04-02 18:41:54+00:00
sourcefabric,1877103,quxee,,User,False,2012-06-21 14:14:12+00:00,2024-09-09 09:03:17+00:00
sourcefabric,4199922,ride90,Oleh Pshenychnyi,User,False,2013-04-19 09:20:16+00:00,2025-05-16 11:40:55+00:00
sourcefabric,1872769,tictactatic,Sava Tatić,User,False,2012-06-20 15:02:54+00:00,2025-04-14 22:20:50+00:00
stlpublicradio,1116857,brentajones,Brent Jones,User,False,2011-10-10 16:11:32+00:00,2025-08-01 15:52:43+00:00
stlpublicradio,18580400,ricealexander,Alex Rice,User,False,2016-04-20 17:46:09+00:00,2024-08-25 17:31:54+00:00
sueddeutsche,113886496,felixebertsz,Felix Ebert (SZ),User,False,2022-09-19 07:27:08+00:00,2025-06-22 14:41:31+00:00
sueddeutsche,7893682,janstuemmel,Jan Stümmel,User,False,2014-06-15 11:34:03+00:00,2025-07-21 17:07:59+00:00
sueddeutsche,2750463,mar-wal,Markus Walbrun,User,False,2012-11-08 11:49:21+00:00,2025-06-23 08:27:26+00:00
sueddeutsche,550533,neovatar,Thomas Seliger,User,False,2011-01-06 15:58:59+00:00,2025-07-23 15:48:09+00:00
sunlightlabs,942819,crdunwel,Clayton Dunwell,User,False,2011-07-27 19:27:36+00:00,2025-08-01 04:29:32+00:00
sunlightlabs,417657,cweber,Caitlin,User,False,2010-09-27 14:09:20+00:00,2021-07-10 15:07:17+00:00
sunlightlabs,3474451,gregjd,Greg Jordan-Detamore,User,False,2013-02-04 18:53:57+00:00,2025-08-01 00:13:58+00:00
sunlightlabs,1198350,heyitsolivia,Olivia Cheng,User,False,2011-11-16 02:48:43+00:00,2025-07-16 13:23:34+00:00
sunlightlabs,8034,jamesturk,jpt,User,False,2008-04-21 04:48:06+00:00,2025-07-08 03:59:53+00:00
sunlightlabs,127904,krusynth,Bill Hunt,User,False,2009-09-16 23:53:53+00:00,2025-06-29 02:23:25+00:00
sunlightlabs,132447,paultag,Paul Tagliamonte,User,False,2009-09-28 22:47:50+00:00,2025-08-01 22:03:12+00:00
sunlightlabs,39152,timball,timball,User,False,2008-12-08 20:23:43+00:00,2025-05-27 15:03:13+00:00
sunlightlabs,656758,waldoj,Waldo Jaquith,User,False,2011-03-08 01:43:16+00:00,2025-07-21 15:05:03+00:00
teamtrace,12872474,dnass,Daniel Nass,User,False,2015-06-13 12:53:21+00:00,2025-05-28 19:30:27+00:00
technologyreview,72454341,Mohamad-Kamar,Kamar,User,False,2020-10-06 14:10:10+00:00,2025-06-21 10:12:07+00:00
technologyreview,1379629,emilywaggoner,Emily Waggoner,User,False,2012-01-25 16:37:30+00:00,2023-12-06 19:45:58+00:00
technologyreview,1047659,shauncalhoun,Shaun Calhoun,User,False,2011-09-13 15:10:27+00:00,2019-12-16 23:03:14+00:00
technologyreview,1633919,tylerreckart,Tyler Reckart,User,False,2012-04-11 17:22:06+00:00,2025-07-16 13:16:11+00:00
telegraph,2510902,OllieEdge,Oliver Edgington,User,False,2012-10-08 10:43:39+00:00,2024-10-15 09:20:14+00:00
telegraph,17792537,durranee,Irfan Durrani,User,False,2016-03-12 02:19:40+00:00,2025-03-21 18:02:09+00:00
telegraph,195379,tarzasai,Giorgio Gelardi,User,False,2010-02-03 10:21:45+00:00,2025-07-12 08:58:44+00:00
telemundo,551260,samvtran,Sam Tran,User,False,2011-01-07 01:40:34+00:00,2025-07-27 13:26:54+00:00
texastribune,2974713,ashley-hebler,Ashley Hebler,User,False,2012-12-05 21:22:52+00:00,2025-05-04 20:49:56+00:00
the-19th,54951096,abbyblachman,Abby Blachman,User,False,2019-09-05 15:51:11+00:00,2025-08-02 11:54:47+00:00
the-markup,5900353,BatMiles,Miles Hilton,User,False,2013-11-10 05:54:07+00:00,2024-08-21 20:57:16+00:00
the-markup,13629454,malelew,Mohamed Al Elew,User,False,2015-08-03 17:59:41+00:00,2025-07-09 00:20:23+00:00
the-markup,1535250,soooh,soo oh,User,False,2012-03-14 03:16:15+00:00,2024-10-03 22:02:05+00:00
the-politico,14295728,aaronalbright,Aaron Albright,User,False,2015-09-15 14:38:59+00:00,2025-01-13 22:10:06+00:00
theatlantic,3620471,chuhlomin,Constantine Chukhlomin,User,False,2013-02-17 21:29:57+00:00,2025-07-13 02:07:23+00:00
theatlantic,451612,fdintino,Frankie Dintino,User,False,2010-10-24 06:58:53+00:00,2025-07-29 01:02:04+00:00
theatlantic,7842360,jsabol,,User,False,2014-06-09 20:26:12+00:00,2025-04-14 17:38:40+00:00
thecityny,50996799,Suhailhassanbhat,sbhat,User,False,2019-05-24 15:40:43+00:00,2025-07-18 15:06:58+00:00
thecityny,12834575,sraby,Sam Rabiyah,User,False,2015-06-10 18:37:45+00:00,2025-07-09 14:40:46+00:00
theeconomist,4722970,JamesFransham,James Fransham,User,False,2013-06-17 22:51:29+00:00,2025-02-17 10:52:17+00:00
theeconomist,25713168,Marie-Ella,Marie Segger,User,False,2017-02-11 21:57:14+00:00,2025-04-29 19:26:46+00:00
theeconomist,181752,futuraprime,Evan Hensleigh,User,False,2010-01-13 22:18:37+00:00,2025-04-02 10:59:27+00:00
thelens,5692185,ThomasThoren,Thomas Thoren,User,False,2013-10-15 14:46:58+00:00,2025-07-17 00:48:39+00:00
themarshallproject,697801,GabeIsman,Gabe Isman,User,False,2011-03-29 18:11:47+00:00,2025-07-21 18:13:39+00:00
themarshallproject,713778,tommeagher,Tom Meagher,User,False,2011-04-06 19:13:28+00:00,2025-07-29 20:10:21+00:00
theoregonian,5719819,mpfriesen,Mark Friesen,User,False,2013-10-18 16:18:15+00:00,2025-03-06 20:22:44+00:00
thomsonreuters,112708134,arber-salihi,Arbër Salihi,User,False,2022-09-02 13:32:10+00:00,2025-07-22 13:52:42+00:00
thomsonreuters,9211413,yilmi,Yassine Ilmi,User,False,2014-10-14 09:24:26+00:00,2025-07-27 09:25:11+00:00
thunderdome-data,2047505,hsunelson,Nelson Hsu,User,False,2012-07-26 16:37:48+00:00,2025-07-31 19:11:02+00:00
thunderdome-data,292811,peggybustamante,peggy bustamante,User,False,2010-06-01 02:25:59+00:00,2020-03-22 21:53:19+00:00
thunderdome-data,713778,tommeagher,Tom Meagher,User,False,2011-04-06 19:13:28+00:00,2025-07-29 20:10:21+00:00
thunderdome-data,2385539,vhagerty,,User,False,2012-09-20 11:58:13+00:00,2020-02-12 10:49:16+00:00
timemagazine,947603,wilson428,Chris Wilson,User,False,2011-07-29 21:10:28+00:00,2025-07-26 04:25:45+00:00
times,9074516,flashcheeks,Callum Christie,User,False,2014-10-08 09:20:49+00:00,2024-10-11 11:19:20+00:00
trendct,2603702,andrewbtran,Andrew Tran,User,False,2012-10-20 01:43:43+00:00,2025-07-07 16:32:05+00:00
vgno,70267476,3ddyBoi,Edvard Høiby,User,False,2020-08-26 11:04:06+00:00,2025-07-02 18:52:37+00:00
vgno,5215345,M4R7iNP,martinp,User,False,2013-08-12 16:56:33+00:00,2025-07-19 11:12:08+00:00
vgno,51861,forberg,Mads Erik Forberg,User,False,2009-02-04 21:21:47+00:00,2024-11-24 08:50:31+00:00
vgno,364610,hebe,Hilde Skjølberg,User,False,2010-08-14 21:22:38+00:00,2023-12-22 22:48:53+00:00
vgno,572,jarib,Jari Bakken,User,False,2008-02-21 17:14:06+00:00,2025-07-20 17:17:29+00:00
vgno,4445087,kalfheim,Kristoffer Alfheim,User,False,2013-05-16 07:21:16+00:00,2025-07-23 20:50:16+00:00
vgno,10770822,lukaszblachastp,Łukasz Blacha,User,False,2015-01-30 09:22:59+00:00,2025-04-18 09:22:50+00:00
vgno,3648647,mdrobny,Michał Drobniak,User,False,2013-02-20 15:15:18+00:00,2025-07-31 21:44:24+00:00
vgno,544388,olekenneth,Ole-Kenneth,User,False,2011-01-02 17:41:15+00:00,2025-07-20 11:22:57+00:00
voxmedia,38990705,BrettBlox,Brett Bloxom,User,False,2018-05-04 19:37:25+00:00,2025-05-28 15:16:08+00:00
voxmedia,56136351,ealcantara22,Enercido Alcantara,User,False,2019-10-03 20:29:41+00:00,2025-04-21 02:49:31+00:00
voxmedia,11667,sixfoot6,Ryan Gantz,User,False,2008-05-27 17:49:23+00:00,2025-07-31 19:03:07+00:00
vprnet,996657,mattparrilla,Matt Parrilla,User,False,2011-08-22 15:44:41+00:00,2025-06-13 12:39:58+00:00
washingtoncitypaper,6132143,rausnitz,Zach Rausnitz,User,False,2013-12-07 21:31:51+00:00,2025-02-07 17:38:38+00:00
washingtonpost,748069,AramZS,Aram Zucker-Scharff,User,False,2011-04-23 22:11:42+00:00,2025-07-22 18:00:31+00:00
washingtonpost,479290,anthonyjpesce,Anthony Pesce,User,False,2010-11-12 19:43:50+00:00,2025-02-18 18:12:00+00:00
washingtonpost,20774194,gabelorenzo,Gabe Lorenzo,User,False,2016-08-01 13:54:36+00:00,2025-07-25 19:11:23+00:00
wbez,4379073,wbezwebmaster,The Web Services People,User,False,2013-05-08 16:44:52+00:00,2024-05-22 14:49:08+00:00
wgbh,1507490,afred,Andrew Myers,User,False,2012-03-06 15:03:08+00:00,2025-07-11 13:42:26+00:00
wgbh,476078,eyemyth,Jay Thompson,User,False,2010-11-10 17:24:40+00:00,2025-05-23 19:15:31+00:00
wireservice,26463,jpmckinney,James McKinney,User,False,2008-09-27 01:06:14+00:00,2025-06-10 03:17:16+00:00
wireservice,2553386,nbedi,Neil Bedi,User,False,2012-10-13 19:46:54+00:00,2025-02-18 14:12:46+00:00
wnyc,234208,marineb,Marine Boudeau,User,False,2010-03-31 15:17:00+00:00,2025-06-20 14:26:47+00:00
wnyc,2090382,noslouch,Brian Whitton,User,False,2012-08-03 15:29:55+00:00,2025-05-22 16:08:54+00:00
wsj,1442752,ejb,Elliot Bentley,User,False,2012-02-16 09:58:35+00:00,2025-07-30 07:07:25+00:00
wsj,1656913,palanik,Palani Kumanan,User,False,2012-04-18 20:25:00+00:00,2025-08-03 11:24:27+00:00
yleisradio,3000387,akselinurmio,Akseli Nurmio,User,False,2012-12-09 09:10:33+00:00,2025-07-31 20:45:08+00:00
yleisradio,5222805,firoxer,Oliver Vartiainen,User,False,2013-08-13 15:21:13+00:00,2025-07-28 07:10:45+00:00
yleisradio,1457573,jannematti,Janne Rantamäki,User,False,2012-02-21 14:38:44+00:00,2025-06-19 11:54:41+00:00
yleisradio,880578,jruusu,Jan Ruusuvuori,User,False,2011-06-28 05:30:35+00:00,2025-07-28 03:54:56+00:00
yleisradio,2161725,lasiltan,Lauri Siltanen,User,False,2012-08-16 08:06:52+00:00,2025-07-28 11:25:20+00:00
yleisradio,7273798,liekki,Matti Vakkilainen,User,False,2014-04-12 15:30:36+00:00,2025-07-22 19:11:27+00:00
yleisradio,2536077,lizine,Nina,User,False,2012-10-11 10:25:22+00:00,2025-01-07 08:02:45+00:00
yleisradio,8464351,tkriik,Tanel Kriik,User,False,2014-08-16 10:37:04+00:00,2025-07-26 11:26:37+00:00
youthradio,2424487,AshaLaura,Asha Richardson ,User,False,2012-09-26 00:44:09+00:00,2018-11-13 02:20:33+00:00
youthradio,102277,radames,Radamés Ajna,User,False,2009-07-06 21:40:10+00:00,2025-07-28 15:12:00+00:00
zeitonline,56071699,AWieczorreck,,User,False,2019-10-02 10:10:32+00:00,2025-07-10 12:11:21+00:00
zeitonline,674840,codecandies,Nico Brünjes,User,False,2011-03-17 10:09:05+00:00,2025-07-22 08:10:28+00:00
zeitonline,4659456,dkreitschmann,Daniel Kreitschmann,User,False,2013-06-10 08:55:35+00:00,2025-05-28 19:46:14+00:00
zeitonline,38328,julians,Julian Stahnke,User,False,2008-12-04 17:47:03+00:00,2025-06-26 17:49:11+00:00
zeitonline,1826918,mstoltenburg,Moritz Stoltenburg,User,False,2012-06-07 13:17:16+00:00,2025-06-05 10:05:46+00:00
zeitonline,59207,tomster,Tom Lazar,User,False,2009-03-01 23:59:04+00:00,2025-05-21 09:33:43+00:00
zeitonline,577891,wosc,Wolfgang Schnerring,User,False,2011-01-22 11:22:24+00:00,2025-07-28 06:05:45+00:00
