org,repo_name,full_name,id,login,user_name,contributions
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,1043416,Twigz,Andrew Harrison,34
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,221078,Veronique,Véronique Brossier,5
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,4084679,VincentSit,Vincent,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,9380368,XjShi,,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,2581078,ashott,Adam Shott,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,504184,ayanonagon,Ayaka Nonaka,3
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,25009,bcapps,Brian Capps,12
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,238331,brow,Tom Brow,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,74679,capnslipp,Slipp Douglas Thompson,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,102904,cdzombak,Chris Dzombak,32
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,4723115,dkhamsing,,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,38447,dlo,Dan Loewenherz,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,23486477,dtellenbach,David Tellenbach,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,161247,dzlobin,Danny Zlobinsky,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,1329385,eerwitt,Erik Erwitt,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,322135,ericguirbal,Éric Guirbal,12
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,5882477,fernandomatal,Fernando Mata,31
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,53729,ishida,Katsunobu Ishida,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,188828,iwill,Míng,4
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,109652,jacobvanorder,Jacob Van Order,4
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,202240,jawwad,Jawwad Ahmad,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,2228380,jfiore,Joe Fiore,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,163534,lk23lekkladf2,lk23lekkladf2,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,377298,loganmoseley,Logan Moseley,3
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,428364,marlonandrade,Marlon Andrade,5
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,14093,mbbischoff,mb,55
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,4429361,minsOne,Ahn JungMin,3
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,495892,mortonfox,Morton Fox,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,87937,murdocdv,Dave Murdock,4
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,5442055,pacocardenal,Paco Cardenal,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,978400,paulbruneau,Paul Bruneau,5
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,37600982,pburkart,Paul Burkart,8
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,37008,peteog,Pete O'Grady,2
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,907847,phelps,Andrew Phelps,3
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,221802,raimon49,raimon,3
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,59671,robrix,Rob Rix,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,459739,sassy,Satoshi Watanabe,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,4506500,thii,Thi Doan,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,3055936,victorteokw,Victor Teo,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,484656,vsouza,Vinicius Souza,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,217368,yas375,Victor Ilyukevich,1
nytimes,objective-c-style-guide,nytimes/objective-c-style-guide,6098931,yorkepb,iYrke,5
nytimes,open-blog-projects,nytimes/open-blog-projects,1766739,levosins,Liz,5
nytimes,openapi2proto,nytimes/openapi2proto,15614525,bajalnyt,Bajal,2
nytimes,openapi2proto,nytimes/openapi2proto,108003953,ballbag22,,2
nytimes,openapi2proto,nytimes/openapi2proto,2257371,cbroglie,Chris Broglie,1
nytimes,openapi2proto,nytimes/openapi2proto,929050,ctborg,,1
nytimes,openapi2proto,nytimes/openapi2proto,206100,dnfehren,Dan Fehrenbach,2
nytimes,openapi2proto,nytimes/openapi2proto,570512,imjoshholloway,Josh Holloway,4
nytimes,openapi2proto,nytimes/openapi2proto,7111741,jiahaog,Jia Hao,3
nytimes,openapi2proto,nytimes/openapi2proto,1548392,jkinkead,Jesse Kinkead,3
nytimes,openapi2proto,nytimes/openapi2proto,1386065,jprobinson,JP Robinson,127
nytimes,openapi2proto,nytimes/openapi2proto,49281,lestrrat,lestrrat,92
nytimes,openapi2proto,nytimes/openapi2proto,2093411,maksadbek,,1
nytimes,openapi2proto,nytimes/openapi2proto,1864789,sarahkevinking,Sarah King,1
nytimes,openapi2proto,nytimes/openapi2proto,594123,scottefein,Scott Feinberg,1
nytimes,openapi2proto,nytimes/openapi2proto,16747951,sysradium,Alex,2
nytimes,photon-common-demo,nytimes/photon-common-demo,10659345,Coder-Sharon,Sharon Tartarone,2
nytimes,photon-demo-util,nytimes/photon-demo-util,10659345,Coder-Sharon,Sharon Tartarone,5
nytimes,photon-dev_demo,nytimes/photon-dev_demo,10659345,Coder-Sharon,Sharon Tartarone,6
nytimes,plumbook,nytimes/plumbook,2214,dwillis,Derek Willis,7
nytimes,pocket,nytimes/pocket,2228380,jfiore,Joe Fiore,2
nytimes,pocket,nytimes/pocket,1459436,mrandre,Andre Behrens,2
nytimes,pocket,nytimes/pocket,1846937,silasray,Silas Ray,16
nytimes,pocket_change,nytimes/pocket_change,2228380,jfiore,Joe Fiore,2
nytimes,pocket_change,nytimes/pocket_change,1459436,mrandre,Andre Behrens,3
nytimes,pocket_change,nytimes/pocket_change,1846937,silasray,Silas Ray,35
nytimes,pourover,nytimes/pourover,35356,bkoski,Ben Koski,5
nytimes,pourover,nytimes/pourover,121520,dannguyen,Dan Nguyen,2
nytimes,pourover,nytimes/pourover,919587,davidgtonge,Dave Tonge,1
nytimes,pourover,nytimes/pourover,2475973,duner,Alex Duner,1
nytimes,pourover,nytimes/pourover,291694,esmooov,Erik Hinton,8
nytimes,pourover,nytimes/pourover,4303,jdalton,John-David Dalton,1
nytimes,pourover,nytimes/pourover,582842,lpradel,Lukas Pradel,2
nytimes,pourover,nytimes/pourover,50756,macdiva,MacDiva,1
nytimes,pourover,nytimes/pourover,27332,nicksergeant,Nick Sergeant,1
nytimes,pourover,nytimes/pourover,28812,outofculture,Martin Chase,1
nytimes,pourover,nytimes/pourover,435529,ses4j,Scott Stafford,2
nytimes,pourover,nytimes/pourover,3312,snatchev,Stefan Natchev,1
nytimes,pourover,nytimes/pourover,60173,tiffehr,Tiff Fehr,12
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,3400383,MattTriano,Matt Triano,1
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,1087270,ilanamarcus,Ilana M,1
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,6675396,jonahsmith,Jonah Smith,10
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,26103085,singerep,,1
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,14825414,ssdatar,Saurabh Datar,8
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,5895756,underthecurve,Christine Zhang,11
nytimes,presidential-precinct-map-2024,nytimes/presidential-precinct-map-2024,126789,wmandrews,Wilson Andrews,6
nytimes,prosemirror-change-tracking-prototype,nytimes/prosemirror-change-tracking-prototype,1087646,ericandrewlewis,Eric Lewis,2
nytimes,prosemirror-change-tracking-prototype,nytimes/prosemirror-change-tracking-prototype,144427,marijnh,Marijn Haverbeke,11
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,139208,adrianheine,Adrian Heine né Lang,2
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,1087646,ericandrewlewis,Eric Lewis,19
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,152507,kiejo,Jonathan Kienzle,1
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,144427,marijnh,Marijn Haverbeke,15
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,707098,saranrapjs,Jeff Sisson,1
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,152067,thaylin79,Thaylin Burns,5
nytimes,prosemirror-tooltip,nytimes/prosemirror-tooltip,2263524,willdunning,Will Dunning,3
nytimes,public_api_specs,nytimes/public_api_specs,8336157,IvanGoncharov,Ivan Goncharov,4
nytimes,public_api_specs,nytimes/public_api_specs,1562767,dperjar,Dan Perjar,5
nytimes,public_api_specs,nytimes/public_api_specs,99822,hossain-khan,Hossain Khan,2
nytimes,public_api_specs,nytimes/public_api_specs,94378,jhigginbotham,James Higginbotham,1
nytimes,public_api_specs,nytimes/public_api_specs,11065569,nyt-hughmandeville,Hubert Mandeville,107
nytimes,public_api_specs,nytimes/public_api_specs,594123,scottefein,Scott Feinberg,9
nytimes,querqy-clj,nytimes/querqy-clj,288961,jvia,Jeremiah Via,37
nytimes,rd-blender-docker,nytimes/rd-blender-docker,604984,Flask,Flavian,4
nytimes,rd-blender-docker,nytimes/rd-blender-docker,5681614,jrbeaudoin,,1
nytimes,rd-blender-docker,nytimes/rd-blender-docker,15909884,juniorxsound,Or Fleisher,79
nytimes,rd-blender-docker,nytimes/rd-blender-docker,18095995,nagtechie,Nagarjuna Goud Bandamedi,4
nytimes,rd-blender-docker,nytimes/rd-blender-docker,3864879,oliverpool,,5
nytimes,rd-blender-docker,nytimes/rd-blender-docker,5354254,smoores-dev,Shane Friedman,4
nytimes,rd-bundler-3d-plugins,nytimes/rd-bundler-3d-plugins,49699333,dependabot[bot],,3
nytimes,rd-bundler-3d-plugins,nytimes/rd-bundler-3d-plugins,1848368,donmccurdy,Don McCurdy,8
nytimes,rd-bundler-3d-plugins,nytimes/rd-bundler-3d-plugins,20320695,ixxie,Matan Bendix Shenhav,1
nytimes,rd-bundler-3d-plugins,nytimes/rd-bundler-3d-plugins,15909884,juniorxsound,Or Fleisher,6
nytimes,rd-mobile-pg-demos,nytimes/rd-mobile-pg-demos,39962,Avnerus,Avner Peled,1
nytimes,react-prosemirror,nytimes/react-prosemirror,93750794,OwLu0905,,1
nytimes,react-prosemirror,nytimes/react-prosemirror,134144,alexandresalome,Alexandre Salomé,1
nytimes,react-prosemirror,nytimes/react-prosemirror,6220181,ariellebryn,Arielle Chapin,1
nytimes,react-prosemirror,nytimes/react-prosemirror,5050808,ashbykuhlmannyt,,1
nytimes,react-prosemirror,nytimes/react-prosemirror,15025287,caocanx,Can,1
nytimes,react-prosemirror,nytimes/react-prosemirror,2272019,coolov,Olov Sundström,9
nytimes,react-prosemirror,nytimes/react-prosemirror,49699333,dependabot[bot],,10
nytimes,react-prosemirror,nytimes/react-prosemirror,338265,howlowck,Hao Luo,1
nytimes,react-prosemirror,nytimes/react-prosemirror,19535560,ilyaGurevich,Ilya Gurevich,13
nytimes,react-prosemirror,nytimes/react-prosemirror,707098,saranrapjs,Jeff Sisson,15
nytimes,react-prosemirror,nytimes/react-prosemirror,5354254,smoores-dev,Shane Friedman,134
nytimes,react-prosemirror,nytimes/react-prosemirror,20818,tilgovi,Randall Leeds,22
nytimes,react-tracking,nytimes/react-tracking,8284831,AnthonyCrowcroft,Anthony Crowcroft,1
nytimes,react-tracking,nytimes/react-tracking,4398635,BenLorantfy,Ben,1
nytimes,react-tracking,nytimes/react-tracking,14253823,GeekyShiva,Shivank Shekhar,1
nytimes,react-tracking,nytimes/react-tracking,10891388,ParadeTo,ayou,1
nytimes,react-tracking,nytimes/react-tracking,12032248,adi518,Adi,1
nytimes,react-tracking,nytimes/react-tracking,4418589,aneudy1702,Aneudy Abreu,10
nytimes,react-tracking,nytimes/react-tracking,17029672,bgergen,Bryan Gergen,9
nytimes,react-tracking,nytimes/react-tracking,1289701,brkalow,Bryce Kalow,1
nytimes,react-tracking,nytimes/react-tracking,655241,chimurai,Steven Chim,1
nytimes,react-tracking,nytimes/react-tracking,236943,damassi,Christopher Pappas,4
nytimes,react-tracking,nytimes/react-tracking,49699333,dependabot[bot],,3
nytimes,react-tracking,nytimes/react-tracking,419875,dortzur,Dor Tzur,1
nytimes,react-tracking,nytimes/react-tracking,1922965,frytyler,Tyler Fry,3
nytimes,react-tracking,nytimes/react-tracking,8868908,gedeagas,Agastya Darma,1
nytimes,react-tracking,nytimes/react-tracking,56892495,glebpigulevsky,Hleb Pihuleuski,1
nytimes,react-tracking,nytimes/react-tracking,467251,ivankravchenko,Ivan Kravchenko,1
nytimes,react-tracking,nytimes/react-tracking,5513342,kimskovhusandersen,Kim Skovhus Andersen,1
nytimes,react-tracking,nytimes/react-tracking,38976990,lszm,,1
nytimes,react-tracking,nytimes/react-tracking,4340261,maxrbaldwin,Max,2
nytimes,react-tracking,nytimes/react-tracking,6300047,mckernanin,Kevin McKernan,1
nytimes,react-tracking,nytimes/react-tracking,373860,mennenia,Maxim Cramer,1
nytimes,react-tracking,nytimes/react-tracking,4032071,nathanchapman,Nathan Chapman,1
nytimes,react-tracking,nytimes/react-tracking,49038,orta,Orta Therox,1
nytimes,react-tracking,nytimes/react-tracking,7232509,rickh18,,1
nytimes,react-tracking,nytimes/react-tracking,126731,schustafa,AJ Schuster,1
nytimes,react-tracking,nytimes/react-tracking,2338632,tanhauhau,Tan Li Hau,1
nytimes,react-tracking,nytimes/react-tracking,244704,tizmagik,Jeremy Gayed,116
nytimes,react-tracking,nytimes/react-tracking,4432348,williardx,Will Doenlen,1
nytimes,redux-taxi,nytimes/redux-taxi,59447,dayvson,Maxwell Dayvson da Silva,2
nytimes,redux-taxi,nytimes/redux-taxi,49699333,dependabot[bot],,3
nytimes,redux-taxi,nytimes/redux-taxi,1922965,frytyler,Tyler Fry,3
nytimes,redux-taxi,nytimes/redux-taxi,244704,tizmagik,Jeremy Gayed,15
nytimes,s3yum,nytimes/s3yum,1863511,benjaminharnett,Benjamin Harnett,1
nytimes,s3yum,nytimes/s3yum,2228380,jfiore,Joe Fiore,1
nytimes,s3yum,nytimes/s3yum,5437001,jimbydamonk,Mike Buzzetti,3
nytimes,s3yum,nytimes/s3yum,1631365,mmckinst,Mark McKinstry,1
nytimes,sneeze,nytimes/sneeze,2228380,jfiore,Joe Fiore,2
nytimes,sneeze,nytimes/sneeze,1459436,mrandre,Andre Behrens,3
nytimes,sneeze,nytimes/sneeze,1846937,silasray,Silas Ray,32
nytimes,sort_by_str,nytimes/sort_by_str,35356,bkoski,Ben Koski,5
nytimes,sqliface,nytimes/sqliface,929050,ctborg,,1
nytimes,sqliface,nytimes/sqliface,1442631,darrenmcc,Darren McCleary,4
nytimes,sqliface,nytimes/sqliface,1386065,jprobinson,JP Robinson,15
nytimes,std-cat,nytimes/std-cat,38491,darobin,Robin Berjon,1
nytimes,std-cat,nytimes/std-cat,634842,justinph,Justin Heideman,2
nytimes,svg-crowbar,nytimes/svg-crowbar,617518,gka,Gregor Aisch,1
nytimes,svg-crowbar,nytimes/svg-crowbar,1420189,hugolpz,Lopez Hugo,1
nytimes,svg-crowbar,nytimes/svg-crowbar,230541,mbostock,Mike Bostock,4
nytimes,svg-crowbar,nytimes/svg-crowbar,418356,shancarter,Shan Carter,142
nytimes,svg-crowbar,nytimes/svg-crowbar,2257540,steveharoz,Steve Haroz,1
nytimes,tamper,nytimes/tamper,35356,bkoski,Ben Koski,114
nytimes,tamper,nytimes/tamper,121520,dannguyen,Dan Nguyen,1
nytimes,tamper,nytimes/tamper,422540,designfrontier,Daniel Sellers,2
nytimes,tamper,nytimes/tamper,50756,macdiva,MacDiva,4
nytimes,tamper,nytimes/tamper,788536,unsetbit,Ozan Turgut,1
nytimes,text-balancer,nytimes/text-balancer,244265,flavioribeiro,Flavio Ribeiro,1
nytimes,text-balancer,nytimes/text-balancer,3317632,liddiard,Harrison Liddiard,1
nytimes,text-balancer,nytimes/text-balancer,1137154,mbeswetherick,Michael Beswetherick,7
nytimes,three-loader-3dtiles,nytimes/three-loader-3dtiles,39962,Avnerus,Avner Peled,190
nytimes,three-loader-3dtiles,nytimes/three-loader-3dtiles,49699333,dependabot[bot],,22
nytimes,three-loader-3dtiles,nytimes/three-loader-3dtiles,33544636,jconnolly-bond,Jacob,1
nytimes,three-loader-3dtiles,nytimes/three-loader-3dtiles,470477,kfarr,Kieran Farr,1
nytimes,three-story-controls,nytimes/three-story-controls,49699333,dependabot[bot],,9
nytimes,three-story-controls,nytimes/three-story-controls,1935976,markmckeague,Mark McKeague,1
nytimes,three-story-controls,nytimes/three-story-controls,1236790,martgnz,Martín González Gómez,5
nytimes,three-story-controls,nytimes/three-story-controls,1571964,noisyneuron,sukanya,1
nytimes,threeplay,nytimes/threeplay,27856297,dependabot-preview[bot],,6
nytimes,threeplay,nytimes/threeplay,818962,esonderegger,Evan Sonderegger,7
nytimes,threeplay,nytimes/threeplay,244265,flavioribeiro,Flavio Ribeiro,3
nytimes,threeplay,nytimes/threeplay,108725,fsouza,,3
nytimes,threeplay,nytimes/threeplay,1816385,markx,Ke,1
nytimes,threeplay,nytimes/threeplay,22755531,scentless-apprentice,Veronica,14
nytimes,threeplay,nytimes/threeplay,322239,thiagopnts,Thiago Pontes,25
nytimes,times_wire,nytimes/times_wire,2214,dwillis,Derek Willis,21
nytimes,tulsa-1921-data,nytimes/tulsa-1921-data,382862,albertsun,Albert Sun,1
nytimes,vase.elasticsearch,nytimes/vase.elasticsearch,288961,jvia,Jeremiah Via,5
nytimes,vault-fastly-secret-engine,nytimes/vault-fastly-secret-engine,20910618,Emmawaterman,Ling Zhang,6
nytimes,vault-fastly-secret-engine,nytimes/vault-fastly-secret-engine,32717,kant,Darío Hereñú,1
nytimes,vault-fastly-secret-engine,nytimes/vault-fastly-secret-engine,424530,sbower,Shawn Bower,20
nytimes,vault-fastly-secret-engine,nytimes/vault-fastly-secret-engine,3250776,tonglil,Tony Li,13
nytimes,video-captions-api,nytimes/video-captions-api,1733559,adamthesax,Adam Sax,8
nytimes,video-captions-api,nytimes/video-captions-api,27856297,dependabot-preview[bot],,48
nytimes,video-captions-api,nytimes/video-captions-api,818962,esonderegger,Evan Sonderegger,6
nytimes,video-captions-api,nytimes/video-captions-api,244265,flavioribeiro,Flavio Ribeiro,14
nytimes,video-captions-api,nytimes/video-captions-api,108725,fsouza,,24
nytimes,video-captions-api,nytimes/video-captions-api,8524971,jfwhitehead,,1
nytimes,video-captions-api,nytimes/video-captions-api,1816385,markx,Ke,4
nytimes,video-captions-api,nytimes/video-captions-api,22755531,scentless-apprentice,Veronica,37
nytimes,video-captions-api,nytimes/video-captions-api,322239,thiagopnts,Thiago Pontes,93
nytlabs,ArchiveProcessing,nytlabs/ArchiveProcessing,14795141,nytlabsbot,,1
nytlabs,brainslug,nytlabs/brainslug,407323,AKAMEDIASYSTEM,AKA,7
nytlabs,brainslug,nytlabs/brainslug,14795141,nytlabsbot,,3
nytlabs,colony,nytlabs/colony,149211,mikedewar,Mike Dewar,43
nytlabs,colony,nytlabs/colony,597897,sophia-ooo,sophia,6
nytlabs,github-audit-repo,nytlabs/github-audit-repo,66343652,devanpatel-nyt,,2
nytlabs,github-s3-deploy,nytlabs/github-s3-deploy,796778,mboggie,,1
nytlabs,gojee,nytlabs/gojee,14795141,nytlabsbot,,1
nytlabs,gojee,nytlabs/gojee,597897,sophia-ooo,sophia,20
nytlabs,gojsonexplode,nytlabs/gojsonexplode,202549,bmilesp,Brandon Plasters,1
nytlabs,gojsonexplode,nytlabs/gojsonexplode,16993,dimiro1,Claudemiro A F Neto,2
nytlabs,gojsonexplode,nytlabs/gojsonexplode,904868,durple,Deep Kapadia,13
nytlabs,hotpants,nytlabs/hotpants,407323,AKAMEDIASYSTEM,AKA,188
nytlabs,hotpants,nytlabs/hotpants,3238155,alexislloyd,,10
nytlabs,hotpants,nytlabs/hotpants,14795141,nytlabsbot,,1
nytlabs,linguo,nytlabs/linguo,407323,AKAMEDIASYSTEM,AKA,1
nytlabs,linguo,nytlabs/linguo,149211,mikedewar,Mike Dewar,3
nytlabs,membrane,nytlabs/membrane,1935976,markmckeague,Mark McKeague,1
nytlabs,oauthp5,nytlabs/oauthp5,253081,agness,Agnes Chang,16
nytlabs,oauthp5,nytlabs/oauthp5,14795141,nytlabsbot,,2
nytlabs,pageinfo,nytlabs/pageinfo,3238155,alexislloyd,,14
nytlabs,pageinfo,nytlabs/pageinfo,904868,durple,Deep Kapadia,5
nytlabs,pageinfo,nytlabs/pageinfo,14795141,nytlabsbot,,4
nytlabs,st-core,nytlabs/st-core,1918465,buth,Eric Buth,5
nytlabs,st-core,nytlabs/st-core,149211,mikedewar,Mike Dewar,289
nytlabs,st-core,nytlabs/st-core,597897,sophia-ooo,sophia,461
nytlabs,streamtools,nytlabs/streamtools,407323,AKAMEDIASYSTEM,AKA,2
nytlabs,streamtools,nytlabs/streamtools,253081,agness,Agnes Chang,33
nytlabs,streamtools,nytlabs/streamtools,1837,bmabey,Ben Mabey,1
nytlabs,streamtools,nytlabs/streamtools,1918465,buth,Eric Buth,2
nytlabs,streamtools,nytlabs/streamtools,904868,durple,Deep Kapadia,24
nytlabs,streamtools,nytlabs/streamtools,1028403,friej715,jane,21
nytlabs,streamtools,nytlabs/streamtools,1165434,jasoncapehart,,14
nytlabs,streamtools,nytlabs/streamtools,1386065,jprobinson,JP Robinson,10
nytlabs,streamtools,nytlabs/streamtools,149211,mikedewar,Mike Dewar,728
nytlabs,streamtools,nytlabs/streamtools,187441,mreiferson,Matt Reiferson,1
nytlabs,streamtools,nytlabs/streamtools,141851,nickjones,Nick Jones,1
nytlabs,streamtools,nytlabs/streamtools,14795141,nytlabsbot,,4
nytlabs,streamtools,nytlabs/streamtools,597897,sophia-ooo,sophia,530
nytlabs,streamtools-demos,nytlabs/streamtools-demos,595695,iaincollins,Iain Collins,2
nytlabs,text-experiments,nytlabs/text-experiments,3238155,alexislloyd,,7
nytlabs,text-experiments,nytlabs/text-experiments,1028403,friej715,jane,1
nytlabs,threads,nytlabs/threads,3238155,alexislloyd,,13
nytlabs,tick,nytlabs/tick,904868,durple,Deep Kapadia,13
nytlabs,vision-comparison,nytlabs/vision-comparison,1935976,markmckeague,Mark McKeague,4
nytlabs,vision-comparison,nytlabs/vision-comparison,796778,mboggie,,4
nzzdev,Q-chart,nzzdev/Q-chart,78354324,KiaraEdTech,Kiara Nagy,46
nzzdev,Q-chart,nzzdev/Q-chart,50832516,al-soup,Alex Kräuchi,5
nzzdev,Q-chart,nzzdev/Q-chart,821875,benib,Beni Buess,1000
nzzdev,Q-chart,nzzdev/Q-chart,588074,blzzz,Balz Rittmeyer,38
nzzdev,Q-chart,nzzdev/Q-chart,3605743,dnlbln,Danijel Beljan,31
nzzdev,Q-chart,nzzdev/Q-chart,2006124,fgervasi,Franco Gervasi,18
nzzdev,Q-chart,nzzdev/Q-chart,73165810,fromdusttilldawn,Nicolas Staub,40
nzzdev,Q-chart,nzzdev/Q-chart,4837884,fuenkchen,Sharon Funke,4
nzzdev,Q-chart,nzzdev/Q-chart,23040076,greenkeeper[bot],,5
nzzdev,Q-chart,nzzdev/Q-chart,1810384,manuelroth,Manuel Roth,118
nzzdev,Q-chart,nzzdev/Q-chart,17497583,migingreen,Michel Grautstück,9
nzzdev,Q-chart,nzzdev/Q-chart,7341342,philipkueng,Philip Küng,12
nzzdev,Q-chart,nzzdev/Q-chart,47303530,romankaravia,Roman Karavia,49
nzzdev,Q-choropleth,nzzdev/Q-choropleth,3605743,dnlbln,Danijel Beljan,22
nzzdev,Q-choropleth,nzzdev/Q-choropleth,2006124,fgervasi,Franco Gervasi,19
nzzdev,Q-choropleth,nzzdev/Q-choropleth,73165810,fromdusttilldawn,Nicolas Staub,189
nzzdev,Q-choropleth,nzzdev/Q-choropleth,1810384,manuelroth,Manuel Roth,80
nzzdev,Q-choropleth,nzzdev/Q-choropleth,17497583,migingreen,Michel Grautstück,11
nzzdev,Q-choropleth,nzzdev/Q-choropleth,7341342,philipkueng,Philip Küng,8
nzzdev,Q-choropleth,nzzdev/Q-choropleth,658596,xeophin,Kaspar manz,1
nzzdev,Q-cli,nzzdev/Q-cli,50832516,al-soup,Alex Kräuchi,7
nzzdev,Q-cli,nzzdev/Q-cli,821875,benib,Beni Buess,20
nzzdev,Q-cli,nzzdev/Q-cli,49699333,dependabot[bot],,1
nzzdev,Q-cli,nzzdev/Q-cli,3605743,dnlbln,Danijel Beljan,17
nzzdev,Q-cli,nzzdev/Q-cli,2006124,fgervasi,Franco Gervasi,13
nzzdev,Q-cli,nzzdev/Q-cli,73165810,fromdusttilldawn,Nicolas Staub,24
nzzdev,Q-cli,nzzdev/Q-cli,4837884,fuenkchen,Sharon Funke,3
nzzdev,Q-cli,nzzdev/Q-cli,1810384,manuelroth,Manuel Roth,151
nzzdev,Q-cli,nzzdev/Q-cli,17497583,migingreen,Michel Grautstück,56
nzzdev,Q-cli,nzzdev/Q-cli,7341342,philipkueng,Philip Küng,2
nzzdev,Q-cli,nzzdev/Q-cli,47303530,romankaravia,Roman Karavia,4
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,821875,benib,Beni Buess,89
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,588074,blzzz,Balz Rittmeyer,67
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,2006124,fgervasi,Franco Gervasi,29
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,73165810,fromdusttilldawn,Nicolas Staub,4
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,4837884,fuenkchen,Sharon Funke,12
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,1810384,manuelroth,Manuel Roth,20
nzzdev,Q-coalition-calculation,nzzdev/Q-coalition-calculation,7341342,philipkueng,Philip Küng,32
nzzdev,Q-custom-code-update,nzzdev/Q-custom-code-update,47303530,romankaravia,Roman Karavia,14
nzzdev,Q-docs,nzzdev/Q-docs,3605743,dnlbln,Danijel Beljan,1
nzzdev,Q-editor,nzzdev/Q-editor,821875,benib,Beni Buess,763
nzzdev,Q-editor,nzzdev/Q-editor,588074,blzzz,Balz Rittmeyer,1
nzzdev,Q-editor,nzzdev/Q-editor,3605743,dnlbln,Danijel Beljan,2
nzzdev,Q-editor,nzzdev/Q-editor,2006124,fgervasi,Franco Gervasi,32
nzzdev,Q-editor,nzzdev/Q-editor,73165810,fromdusttilldawn,Nicolas Staub,39
nzzdev,Q-editor,nzzdev/Q-editor,4837884,fuenkchen,Sharon Funke,5
nzzdev,Q-editor,nzzdev/Q-editor,23040076,greenkeeper[bot],,4
nzzdev,Q-editor,nzzdev/Q-editor,1810384,manuelroth,Manuel Roth,247
nzzdev,Q-editor,nzzdev/Q-editor,431376,marcbachmann,Marc Bachmann,1
nzzdev,Q-editor,nzzdev/Q-editor,17497583,migingreen,Michel Grautstück,70
nzzdev,Q-editor,nzzdev/Q-editor,7341342,philipkueng,Philip Küng,40
nzzdev,Q-editor,nzzdev/Q-editor,11536836,pierrefrance,Pierre France,1
nzzdev,Q-editor,nzzdev/Q-editor,3082173,rkaravia,Roman Karavia,3
nzzdev,Q-editor,nzzdev/Q-editor,47303530,romankaravia,Roman Karavia,5
